AC_CLASS;AC_MASS;NUM_ENGS;INCIDENT_MONTH;INCIDENT_YEAR;HEIGHT;SPEED;PHASE_OF_FLT;DAMAGE;BIRDS_STRUCK;SIZE;WARNED
A;4;2;11;2011;400;135;2;N;2;Medium;N
A;4;2;2;2012;400;135;2;N;1;Medium;N
A;4;2;3;2012;400;135;2;N;1;Medium;Y
A;4;2;4;2012;400;135;2;N;1;Small;Y
A;4;2;5;2012;400;135;2;N;1;Medium;N
A;4;2;5;2012;400;135;2;N;1;Small;Y
A;4;2;8;2012;400;135;2;N;1;Small;N
A;4;2;10;2012;400;135;2;N;1;Medium;Y
A;4;2;10;2012;400;135;2;N;1;Small;Unknown
A;4;2;11;2012;400;135;2;N;1;Large;Y
A;4;2;3;2013;400;135;2;N;1;Small;Y
A;4;2;5;2013;400;135;2;N;1;Medium;N
A;4;2;5;2013;400;135;2;N;1;Small;N
A;4;2;7;2013;400;135;2;N;1;Small;Unknown
A;4;2;8;2013;400;135;2;N;1;Small;N
A;4;2;8;2013;400;135;2;N;1;Small;Unknown
A;4;2;8;2013;400;135;2;N;1;Medium;Y
A;4;2;10;2013;400;135;2;N;1;Small;Y
A;4;2;11;2013;400;135;2;N;1;Small;Y
A;4;2;11;2013;400;135;2;N;1;Medium;Unknown
A;4;2;11;2013;400;135;2;N;1;Small;Unknown
A;4;2;12;2013;400;135;2;N;1;Small;Y
A;4;2;2;2014;400;135;2;N;1;Small;Unknown
A;4;2;2;2014;400;135;2;N;1;Small;Y
A;4;2;2;2014;400;135;2;N;2;Small;N
A;4;2;4;2014;400;135;2;N;1;Small;Unknown
A;4;2;6;2014;400;135;2;N;1;Small;N
A;4;2;6;2014;400;135;2;N;1;Small;N
A;4;2;2;2011;450;135;2;N;1;Small;N
A;4;2;10;2011;450;135;2;N;1;Small;N
A;4;2;9;2011;460;135;2;N;1;Large;Y
A;4;2;11;2010;470;135;2;N;1;Medium;N
A;2;2;1;2014;500;135;2;N;1;Large;Y
A;3;2;7;2011;500;135;2;N;1;Small;N
A;3;2;1;2012;500;135;2;N;1;Small;N
A;3;2;7;2012;500;135;2;N;1;Small;Y
A;3;2;2;2013;500;135;2;S;1;Large;Y
A;3;2;3;2013;500;135;2;N;1;Small;N
A;3;2;8;2013;500;135;2;N;1;Small;Y
A;3;2;8;2013;500;135;2;N;1;Unknown;Y
A;4;2;6;2010;500;135;2;N;1;Small;N
A;4;2;7;2010;500;135;2;N;1;Small;Y
A;4;2;7;2010;500;135;2;N;1;Medium;Y
A;4;2;8;2010;500;135;2;N;1;Small;N
A;4;2;8;2010;500;135;2;N;1;Small;N
A;4;2;9;2010;500;135;2;N;1;Small;Y
A;4;2;12;2010;500;135;2;N;1;Medium;N
A;4;2;1;2011;500;135;2;N;1;Small;N
A;4;2;3;2011;500;135;2;N;1;Unknown;N
A;4;2;3;2011;500;135;2;N;1;Small;Y
A;4;4;4;2011;500;135;2;N;1;Small;N
A;4;2;4;2011;500;135;2;N;1;Small;Y
A;4;2;4;2011;500;135;2;N;1;Small;Y
A;4;2;6;2011;500;135;2;N;1;Small;Y
A;4;2;7;2011;500;135;2;N;1;Small;Y
A;4;2;7;2011;500;135;2;N;1;Small;N
A;4;2;8;2011;500;135;2;M;1;Medium;N
A;4;2;9;2011;500;135;2;N;1;Small;Y
A;4;2;9;2011;500;135;2;N;1;Medium;Y
A;4;2;10;2011;500;135;2;N;1;Small;N
A;4;2;10;2011;500;135;2;N;1;Small;Y
A;4;2;10;2011;500;135;2;N;1;Large;Y
A;4;2;10;2011;500;135;2;N;1;Unknown;N
A;4;2;11;2011;500;135;2;N;1;Medium;N
A;4;2;11;2011;500;135;2;N;1;Small;Y
A;4;2;12;2011;500;135;2;N;1;Unknown;N
A;4;2;1;2012;500;135;2;M;1;Large;Y
A;4;2;3;2012;500;135;2;N;1;Small;Y
A;4;2;4;2012;500;135;2;N;1;Small;Unknown
A;4;2;4;2012;500;135;2;N;1;Medium;Unknown
A;4;2;5;2012;500;135;2;N;1;Small;N
A;4;2;5;2012;500;135;2;N;1;Small;Y
A;4;2;6;2012;500;135;2;N;1;Small;Unknown
A;4;2;6;2012;500;135;2;N;1;Small;N
A;4;2;7;2012;500;135;2;N;1;Unknown;Unknown
A;4;2;7;2012;500;135;2;N;1;Small;Unknown
A;4;2;8;2012;500;135;2;N;2;Small;Y
A;4;2;9;2012;500;135;2;N;1;Small;N
A;4;2;9;2012;500;135;2;N;1;Small;Y
A;4;2;9;2012;500;135;2;M;1;Medium;Y
A;4;3;10;2012;500;135;2;N;1;Small;Unknown
A;4;2;10;2012;500;135;2;N;1;Small;N
A;4;2;10;2012;500;135;2;N;1;Small;Unknown
A;4;2;11;2012;500;135;2;N;1;Medium;Y
A;4;2;1;2013;500;135;2;N;2;Small;Y
A;4;3;12;2012;500;135;2;N;1;Large;Unknown
A;4;2;3;2013;500;135;2;N;1;Medium;Unknown
A;4;2;4;2013;500;135;2;N;1;Small;Unknown
A;4;2;6;2013;500;135;2;N;1;Small;N
A;4;2;6;2013;500;135;2;N;1;Small;N
A;4;2;6;2013;500;135;2;N;1;Small;Unknown
A;4;2;7;2013;500;135;2;N;1;Small;N
A;4;2;8;2013;500;135;2;N;1;Small;Y
A;4;2;8;2013;500;135;2;N;1;Small;Y
A;4;2;8;2013;500;135;2;N;1;Medium;Unknown
A;4;2;10;2013;500;135;2;N;1;Small;N
A;4;2;10;2013;500;135;2;N;1;Small;N
A;4;2;10;2013;500;135;2;N;1;Small;Y
A;4;2;11;2013;500;135;2;N;1;Medium;N
A;4;2;11;2013;500;135;2;N;1;Small;Unknown
A;4;2;3;2014;500;135;2;N;2;Medium;Y
A;4;2;4;2014;500;135;2;N;1;Medium;N
A;4;2;5;2014;500;135;2;N;1;Small;N
A;4;2;6;2014;500;135;2;N;1;Unknown;N
A;4;2;6;2014;500;135;2;N;1;Small;Y
A;4;2;4;2012;550;135;2;N;1;Small;Unknown
A;3;2;5;2010;600;135;2;N;1;Small;Unknown
A;4;2;1;2010;600;135;2;N;1;Small;N
A;4;2;8;2010;600;135;2;N;1;Small;Y
A;4;2;9;2010;600;135;2;N;1;Small;N
A;4;2;10;2010;600;135;2;N;1;Small;Y
A;4;2;9;2011;600;135;2;N;1;Small;Unknown
A;4;2;1;2012;600;135;2;N;1;Medium;Y
A;4;2;8;2012;600;135;2;N;1;Small;N
A;4;2;9;2012;600;135;2;N;1;Small;N
A;4;2;10;2012;600;135;2;N;1;Small;Y
A;4;2;4;2013;600;135;2;M;1;Medium;Unknown
A;4;2;4;2013;600;135;2;N;1;Small;N
A;4;2;6;2013;600;135;2;M;1;Small;Unknown
A;4;2;7;2013;600;135;2;N;1;Medium;N
A;4;2;10;2013;600;135;2;N;1;Small;Y
A;4;2;10;2013;600;135;2;N;1;Medium;Unknown
A;4;2;10;2013;600;135;2;N;1;Small;Y
A;4;2;5;2014;600;135;2;N;1;Small;Y
A;4;2;6;2014;650;135;2;N;1;Small;N
A;2;2;5;2011;700;135;2;N;1;Medium;Y
A;3;2;5;2011;700;135;2;N;2;Small;Y
A;3;2;10;2012;700;135;2;N;1;Small;Y
A;3;2;10;2013;700;135;2;N;1;Small;Y
A;4;2;5;2010;700;135;2;N;1;Small;N
A;4;2;7;2011;700;135;2;N;1;Small;N
A;4;2;1;2012;700;135;2;N;1;Medium;Y
A;4;2;4;2012;700;135;2;N;1;Medium;N
A;4;2;7;2012;700;135;2;N;1;Medium;Y
A;4;2;9;2012;700;135;2;N;2;Small;Unknown
A;4;2;9;2012;700;135;2;N;1;Small;Y
A;4;2;10;2012;700;135;2;N;1;Small;Y
A;4;2;5;2013;700;135;2;N;1;Small;N
A;4;2;9;2013;700;135;2;N;1;Small;Y
A;4;2;10;2013;700;135;2;N;1;Small;N
A;4;2;1;2014;700;135;2;N;2;Medium;N
A;4;2;5;2014;700;135;2;N;1;Unknown;Unknown
A;3;2;4;2010;750;135;2;N;1;Small;N
A;4;2;10;2013;750;135;2;N;1;Medium;Y
A;4;2;10;2011;790;135;2;N;1;Small;Y
A;3;2;11;2010;800;135;2;N;1;Medium;Y
A;3;2;8;2011;800;135;2;N;1;Small;Y
A;3;2;5;2012;800;135;2;N;1;Small;Unknown
A;4;2;4;2011;800;135;2;N;1;Small;N
A;4;2;6;2011;800;135;2;N;1;Medium;N
A;4;2;8;2011;800;135;2;N;1;Small;N
A;4;2;9;2011;800;135;2;N;1;Small;Y
A;4;2;9;2011;800;135;2;N;1;Unknown;Y
A;4;2;11;2011;800;135;2;N;2;Medium;N
A;4;2;3;2012;800;135;2;N;1;Large;Y
A;4;2;4;2012;800;135;2;N;1;Medium;N
A;4;2;8;2012;800;135;2;N;1;Small;N
A;4;2;4;2012;800;135;2;N;1;Small;Unknown
A;4;2;10;2012;800;135;2;N;1;Small;N
A;4;2;5;2013;800;135;2;N;1;Small;Y
A;4;2;5;2013;800;135;2;N;1;Small;N
A;4;2;8;2013;800;135;2;N;1;Small;N
A;4;2;12;2013;800;135;2;N;1;Small;Y
A;4;2;6;2014;800;135;2;N;1;Small;N
A;4;2;4;2010;900;135;2;N;1;Medium;N
A;4;2;3;2010;900;135;2;N;1;Small;N
A;4;2;4;2011;900;135;2;N;1;Medium;N
A;4;2;8;2011;900;135;2;N;1;Medium;N
A;4;2;7;2012;900;135;2;N;1;Small;Y
A;4;2;9;2013;900;135;2;N;1;Small;N
A;4;2;4;2014;900;135;2;N;1;Small;N
A;3;2;4;2010;1000;135;2;N;1;Small;N
A;3;2;6;2012;1000;135;2;S;1;Large;N
A;3;2;9;2013;1000;135;2;N;1;Small;Y
A;3;2;5;2014;1000;135;2;N;1;Small;Unknown
A;4;2;1;2010;1000;135;2;N;1;Medium;Y
A;4;2;3;2010;1000;135;2;N;1;Medium;Y
A;4;2;5;2010;1000;135;2;N;1;Small;N
A;4;2;5;2010;1000;135;2;N;1;Small;N
A;4;2;5;2010;1000;135;2;N;1;Medium;Y
A;4;2;6;2010;1000;135;2;N;2;Small;N
A;4;2;8;2010;1000;135;2;N;1;Small;Y
A;4;2;9;2010;1000;135;2;M;1;Large;N
A;4;2;9;2010;1000;135;2;N;1;Small;N
A;4;2;9;2010;1000;135;2;N;1;Small;Y
A;4;2;10;2010;1000;135;2;N;1;Small;N
A;4;2;11;2010;1000;135;2;M;1;Medium;Unknown
A;4;2;11;2010;1000;135;2;N;2;Medium;Y
A;4;2;3;2011;1000;135;2;N;1;Small;Y
A;4;4;4;2011;1000;135;2;N;2;Small;N
A;4;2;5;2011;1000;135;2;N;1;Medium;N
A;4;2;6;2011;1000;135;2;N;1;Medium;N
A;4;2;7;2011;1000;135;2;N;1;Unknown;N
A;4;2;8;2011;1000;135;2;N;1;Small;Y
A;4;2;9;2011;1000;135;2;N;1;Small;N
A;4;2;10;2011;1000;135;2;N;1;Medium;Y
A;4;2;10;2011;1000;135;2;N;1;Small;N
A;4;2;1;2012;1000;135;2;M;2;Large;N
A;4;2;2;2012;1000;135;2;N;1;Small;Unknown
A;4;2;4;2012;1000;135;2;N;1;Small;N
A;4;2;4;2012;1000;135;2;N;1;Small;N
A;4;2;8;2012;1000;135;2;N;1;Small;N
A;4;2;8;2012;1000;135;2;N;1;Medium;Unknown
A;4;2;9;2012;1000;135;2;N;1;Small;Y
A;4;2;10;2012;1000;135;2;N;1;Small;Unknown
A;4;2;10;2012;1000;135;2;N;1;Small;Unknown
A;4;2;1;2013;1000;135;2;N;1;Medium;Y
A;4;2;4;2013;1000;135;2;N;1;Medium;Unknown
A;4;2;5;2013;1000;135;2;N;1;Small;Y
A;4;2;5;2013;1000;135;2;N;1;Small;Y
A;4;2;5;2013;1000;135;2;N;2;Small;N
A;4;2;5;2013;1000;135;2;N;1;Small;Y
A;4;2;6;2013;1000;135;2;N;1;Small;Y
A;4;2;7;2013;1000;135;2;N;1;Small;N
A;4;2;7;2013;1000;135;2;N;1;Medium;Unknown
A;4;2;8;2013;1000;135;2;N;1;Small;N
A;4;2;8;2013;1000;135;2;N;1;Small;Y
A;4;2;8;2013;1000;135;2;M;1;Large;N
A;4;2;8;2013;1000;135;2;N;1;Small;N
A;4;2;9;2013;1000;135;2;N;1;Small;N
A;4;2;9;2013;1000;135;2;N;1;Small;N
A;4;2;9;2013;1000;135;2;N;1;Unknown;N
A;4;2;9;2013;1000;135;2;N;1;Small;N
A;4;2;10;2013;1000;135;2;N;1;Medium;N
A;4;2;11;2013;1000;135;2;N;1;Small;N
A;4;2;5;2014;1000;135;2;N;1;Small;N
;1;;2;2010;1100;135;2;S;2;Large;N
A;4;2;9;2010;1100;135;2;N;1;Small;N
A;4;2;4;2011;1100;135;2;N;1;Large;N
A;4;2;9;2011;1100;135;2;N;1;Small;N
A;4;2;8;2012;1100;135;2;N;1;Small;N
A;4;2;10;2012;1100;135;2;N;1;Medium;N
A;4;2;10;2013;1100;135;2;N;1;Small;N
A;1;1;3;2011;1200;135;2;N;1;Small;N
A;3;2;5;2011;1200;135;2;N;1;Small;Y
A;3;2;9;2012;1200;135;2;N;1;Small;N
A;3;2;11;2013;1200;135;2;N;2;Small;Unknown
A;4;2;4;2010;1200;135;2;N;1;Small;Y
A;4;2;8;2010;1200;135;2;N;1;Small;Unknown
A;4;2;10;2010;1200;135;2;N;1;Small;Y
A;4;2;9;2011;1200;135;2;N;1;Small;N
A;4;2;8;2012;1200;135;2;N;1;Small;N
A;4;2;9;2012;1200;135;2;N;1;Small;N
A;4;2;10;2012;1200;135;2;N;1;Small;Y
A;4;2;4;2013;1200;135;2;N;1;Small;Unknown
A;4;2;5;2013;1200;135;2;N;1;Small;Y
A;4;2;10;2013;1200;135;2;N;1;Medium;Y
A;4;2;3;2011;1300;135;2;N;1;Small;N
A;4;2;4;2014;1300;135;2;N;1;Small;Unknown
A;4;2;5;2014;1300;135;2;N;1;Small;N
A;1;1;3;2013;1400;135;2;M;1;Medium;N
A;3;2;9;2011;1400;135;2;N;1;Small;Y
A;3;2;10;2013;1400;135;2;N;1;Small;Unknown
A;4;2;9;2011;1400;135;2;N;1;Small;Y
A;4;2;9;2013;1400;135;2;N;1;Medium;N
A;1;1;11;2011;1500;135;2;M?;1;Large;N
A;4;2;6;2010;1500;135;2;N;1;Small;N
A;4;2;9;2010;1500;135;2;N;1;Small;N
A;4;2;5;2011;1500;135;2;N;2;Small;n
A;4;2;7;2011;1500;135;2;N;1;Small;Y
A;4;2;8;2011;1500;135;2;N;1;Unknown;N
A;4;2;9;2011;1500;135;2;M;1;Large;Y
A;4;2;10;2011;1500;135;2;N;1;Small;Y
A;4;2;10;2011;1500;135;2;N;1;Small;N
A;4;2;10;2011;1500;135;2;N;1;Medium;N
A;4;2;10;2011;1500;135;2;N;1;Small;N
A;4;2;3;2012;1500;135;2;N;1;Medium;Y
A;4;2;3;2012;1500;135;2;N;1;Medium;N
A;4;2;4;2012;1500;135;2;N;1;Small;Unknown
A;4;2;5;2012;1500;135;2;N;1;Small;Y
A;4;2;9;2012;1500;135;2;N;1;Small;N
A;4;2;12;2012;1500;135;2;N;1;Small;N
A;4;2;5;2013;1500;135;2;N;1;Small;Y
A;4;2;7;2013;1500;135;2;N;1;Medium;N
A;4;2;6;2014;1500;135;2;N;1;Small;N
A;3;2;8;2010;1740;135;2;N;1;Small;N
A;4;2;1;2011;1800;135;2;M;1;Large;Y
A;4;2;11;2011;1800;135;2;N;1;Large;Y
A;4;2;1;2011;1900;135;2;N;2;Large;Y
A;4;4;4;2010;2000;135;2;N;1;Small;N
A;4;2;9;2011;2000;135;2;N;1;Small;N
A;4;2;9;2011;2000;135;2;N;1;Small;N
A;4;2;5;2012;2000;135;2;N;1;Small;Y
A;4;2;10;2012;2000;135;2;N;1;Small;Y
A;2;2;10;2011;2200;135;2;N;1;Small;N
A;4;2;7;2012;4000;135;2;N;2;Small;N
A;4;2;9;2011;5000;135;2;N;1;Small;Y
A;4;2;8;2013;2;136;2;N;2;Small;Y
A;3;2;8;2010;5;136;2;N;2;Medium;N
A;4;2;8;2012;5;136;2;N;1;Small;N
A;3;2;9;2010;10;136;2;N;2;Small;N
A;4;2;6;2011;20;136;2;N;1;Small;Y
A;4;2;9;2011;20;136;2;N;1;Small;Unknown
A;4;2;5;2013;20;136;2;N;1;Large;Unknown
A;4;2;12;2013;40;136;2;N;1;Unknown;Unknown
A;3;2;5;2011;50;136;2;N;1;Small;Y
A;4;2;10;2010;50;136;2;N;1;Small;N
A;4;2;1;2011;50;136;2;N;1;Medium;N
A;4;2;7;2011;50;136;2;N;1;Small;N
A;4;2;5;2013;50;136;2;N;1;Small;Y
A;4;2;6;2013;50;136;2;M;1;Large;Y
A;4;2;10;2011;75;136;2;N;1;Small;N
A;4;2;12;2011;80;136;2;N;1;Small;Y
A;4;2;11;2010;100;136;2;N;2;Small;Y
A;4;2;6;2013;100;136;2;N;1;Large;Unknown
A;4;2;7;2013;100;136;2;N;1;Small;Y
A;4;2;8;2013;150;136;2;N;1;Small;Unknown
A;3;2;11;2011;200;136;2;N;1;Small;Y
A;4;2;9;2010;200;136;2;N;1;Small;Y
A;4;2;3;2012;200;136;2;N;1;Small;N
A;3;2;5;2014;300;136;2;N;1;Small;N
A;4;2;10;2011;300;136;2;N;1;Small;N
A;4;2;6;2012;300;136;2;N;1;Small;N
A;4;2;9;2013;300;136;2;N;1;Small;N
A;4;2;6;2014;300;136;2;N;1;Small;Y
A;4;2;8;2012;400;136;2;N;1;Small;Y
A;3;2;8;2010;500;136;2;N;1;Medium;Y
A;4;2;9;2011;500;136;2;N;1;Small;Unknown
A;4;2;10;2011;500;136;2;N;1;Medium;Unknown
A;4;2;9;2012;500;136;2;N;1;Small;N
A;4;2;1;2010;550;136;2;N;1;Large;Unknown
A;4;2;5;2014;660;136;2;N;1;Small;Y
A;4;2;8;2012;900;136;2;N;1;Small;N
A;4;2;9;2013;900;136;2;N;1;Small;N
A;4;2;8;2011;1200;136;2;N;1;Small;N
A;4;2;10;2011;1500;136;2;N;1;Small;N
A;4;2;3;2011;1600;136;2;N;1;Small;Y
A;4;2;8;2012;1800;136;2;N;1;Small;Y
A;4;2;6;2014;1;137;2;N;1;Small;Y
A;4;2;11;2011;5;137;2;N;2;Medium;Y
A;4;2;5;2010;10;137;2;N;1;Small;N
A;4;2;5;2012;10;137;2;N;1;Medium;N
A;4;2;7;2013;10;137;2;N;2;Small;Unknown
A;3;2;12;2013;20;137;2;N;1;Small;N
A;4;2;11;2012;20;137;2;N;1;Small;Unknown
A;4;2;8;2010;30;137;2;N;1;Small;Unknown
A;3;2;8;2012;50;137;2;N;1;Small;Unknown
A;3;2;2;2014;50;137;2;N;1;Medium;Y
A;4;2;1;2010;50;137;2;N;2;Medium;N
A;4;2;4;2011;50;137;2;N;1;Small;N
A;4;2;11;2010;80;137;2;N;1;Small;N
A;4;2;12;2012;95;137;2;N;1;Small;Y
A;4;2;10;2012;100;137;2;N;2;Small;Unknown
A;4;2;8;2013;150;137;2;N;1;Small;Unknown
A;3;2;5;2012;200;137;2;N;1;Small;N
A;4;2;8;2010;200;137;2;N;1;Medium;N
A;4;2;2;2013;200;137;2;N;2;Small;N
A;4;2;3;2014;200;137;2;N;1;Small;N
A;4;2;6;2010;300;137;2;N;1;Medium;N
A;4;2;9;2011;300;137;2;N;1;Small;Y
A;4;2;10;2012;300;137;2;N;1;Small;Y
A;4;2;9;2013;350;137;2;N;1;Medium;Y
A;3;2;11;2010;400;137;2;N;1;Small;Y
A;4;2;7;2011;400;137;2;N;1;Small;Unknown
A;4;2;3;2012;400;137;2;M;2;Medium;Unknown
A;4;2;11;2010;500;137;2;M;1;Small;N
A;4;2;4;2011;500;137;2;N;1;Small;Y
A;4;2;9;2011;500;137;2;N;1;Small;Y
A;4;2;11;2011;500;137;2;N;1;Small;Unknown
A;4;2;10;2012;500;137;2;N;1;Medium;N
A;4;2;2;2012;600;137;2;N;1;Medium;N
A;4;2;12;2010;800;137;2;N;1;Small;Y
A;4;2;6;2014;800;137;2;N;1;Small;N
A;3;2;8;2013;1000;137;2;N;1;Small;N
A;4;2;3;2010;1000;137;2;N;1;Small;Unknown
A;4;2;5;2012;1000;137;2;N;1;Small;Unknown
A;4;2;6;2010;2200;137;2;N;1;Medium;N
A;3;2;5;2010;10;138;2;N;1;Medium;N
A;4;2;6;2012;10;138;2;N;2;Small;Unknown
A;4;2;11;2013;10;138;2;N;1;Small;Y
A;3;2;7;2012;15;138;2;N;1;Small;Unknown
A;4;2;11;2010;15;138;2;N;1;Small;Unknown
A;4;2;10;2011;15;138;2;N;1;Medium;Unknown
A;3;2;2;2011;20;138;2;M;1;Medium;Y
A;3;2;6;2010;30;138;2;N;1;Small;N
A;4;2;10;2012;30;138;2;N;1;Medium;N
A;4;2;7;2013;30;138;2;N;1;Small;Y
A;4;2;8;2013;30;138;2;N;1;Small;N
A;3;2;4;2014;50;138;2;N;1;Small;Unknown
A;4;2;4;2011;50;138;2;N;1;Medium;N
A;4;2;9;2011;50;138;2;N;1;Small;N
A;4;2;11;2011;50;138;2;N;2;Small;Y
A;4;2;10;2012;50;138;2;N;1;Small;Unknown
A;4;2;6;2013;50;138;2;N;1;Unknown;Y
A;4;2;2;2011;80;138;2;N;1;Medium;N
A;4;2;3;2011;80;138;2;N;1;Medium;N
A;4;2;2;2010;100;138;2;N;1;Small;Y
A;4;2;7;2010;100;138;2;N;1;Small;Unknown
A;4;2;8;2010;100;138;2;N;1;Small;N
A;4;2;10;2010;100;138;2;N;1;Small;N
A;4;2;9;2011;100;138;2;N;1;Large;N
A;4;2;5;2012;100;138;2;N;1;Small;Y
A;4;2;5;2012;100;138;2;N;1;Small;N
A;4;2;4;2012;100;138;2;N;1;Small;Unknown
A;4;2;11;2013;100;138;2;N;1;Small;N
A;3;2;3;2010;200;138;2;N;1;Medium;N
A;3;2;8;2010;200;138;2;N;1;Unknown;Y
A;3;2;10;2010;200;138;2;N;1;Small;N
A;3;2;10;2010;200;138;2;N;2;Small;Y
A;4;2;7;2010;200;138;2;N;1;Small;N
A;4;2;5;2011;200;138;2;N;1;Large;N
A;4;2;9;2011;200;138;2;N;1;Small;Y
A;4;2;7;2012;200;138;2;N;1;Small;Unknown
A;4;4;10;2012;200;138;2;N;1;Small;N
A;4;2;11;2012;200;138;2;N;1;Small;Y
A;3;2;10;2011;230;138;2;N;1;Small;Unknown
A;4;2;10;2012;250;138;2;N;1;Medium;Unknown
A;3;2;5;2010;300;138;2;N;1;Small;Y
A;3;2;8;2011;300;138;2;N;2;Small;N
A;3;2;10;2013;300;138;2;N;1;Small;Y
A;4;2;3;2010;300;138;2;N;1;Medium;Y
A;4;2;9;2012;300;138;2;N;1;Medium;N
A;4;2;11;2013;300;138;2;N;1;Small;Y
A;4;2;5;2014;300;138;2;N;1;Small;N
A;3;2;8;2012;350;138;2;N;1;Unknown;Unknown
A;3;2;2;2014;350;138;2;N;1;Large;Y
A;4;2;9;2010;400;138;2;N;1;Small;Y
A;4;2;7;2011;400;138;2;N;1;Small;Y
A;4;2;8;2012;400;138;2;N;1;Small;Unknown
A;3;2;8;2013;500;138;2;N;1;Small;N
A;3;2;6;2014;500;138;2;N;1;Medium;N
A;4;2;7;2011;500;138;2;N;1;Small;N
A;3;2;9;2010;600;138;2;N;1;Small;Y
A;3;2;11;2011;600;138;2;N;1;Unknown;Y
A;4;2;5;2010;600;138;2;N;2;Unknown;Unknown
A;4;2;7;2012;600;138;2;N;1;Small;N
A;3;2;9;2012;700;138;2;N;1;Medium;Unknown
A;4;2;7;2012;700;138;2;N;1;Small;Unknown
A;4;2;4;2013;700;138;2;N;1;Small;Y
A;3;2;9;2010;800;138;2;N;1;Small;Y
A;3;2;12;2012;800;138;2;N;1;Small;Unknown
A;4;2;1;2011;800;138;2;N;1;Medium;N
A;4;2;3;2011;800;138;2;N;1;Medium;Unknown
A;4;4;10;2012;800;138;2;N;1;Medium;N
A;3;2;11;2010;1000;138;2;M;2;Medium;Y
A;4;2;6;2010;1000;138;2;N;1;Small;N
A;4;2;9;2010;1000;138;2;N;1;Small;N
A;4;2;10;2012;1000;138;2;N;1;Small;N
A;4;2;10;2013;1000;138;2;N;1;Small;Y
A;4;2;6;2011;1200;138;2;N;1;Medium;Y
A;4;2;5;2012;1200;138;2;N;1;Medium;N
A;4;2;10;2011;1500;138;2;N;1;Medium;N
A;4;2;7;2013;1500;138;2;N;1;Small;Unknown
A;4;2;1;2011;2000;138;2;M;2;Medium;Y
A;4;2;9;2013;2000;138;2;N;1;Small;N
A;4;2;8;2012;20;139;2;N;1;Small;Unknown
A;3;2;6;2012;50;139;2;N;1;Medium;Y
A;4;2;6;2011;50;139;2;N;1;Small;N
A;4;2;6;2012;50;139;2;N;1;Small;Y
A;4;2;9;2012;50;139;2;N;1;Small;N
A;3;2;10;2012;100;139;2;N;1;Small;N
A;4;2;10;2013;100;139;2;N;1;Medium;N
A;3;2;6;2010;200;139;2;N;1;Small;N
A;3;2;4;2014;200;139;2;N;1;Medium;Y
A;4;2;9;2012;200;139;2;N;1;Small;Y
A;4;2;10;2012;200;139;2;N;1;Small;N
A;4;2;1;2012;240;139;2;N;1;Small;N
A;4;2;10;2010;300;139;2;N;1;Small;N
A;4;2;9;2012;500;139;2;N;1;Small;Y
A;4;2;3;2013;500;139;2;N;1;Small;N
A;4;2;2;2014;500;139;2;M?;1;Large;Y
A;4;2;1;2010;600;139;2;N;1;Large;N
A;4;2;5;2012;600;139;2;N;1;Small;Unknown
A;4;2;5;2014;600;139;2;N;1;Small;Y
A;4;2;12;2011;800;139;2;N;1;Medium;N
A;4;2;8;2011;1000;139;2;N;1;Unknown;N
A;4;2;10;2013;1000;139;2;N;1;Small;Y
A;4;2;8;2012;1200;139;2;N;1;Medium;N
A;4;2;4;2013;1200;139;2;N;1;Medium;N
A;4;2;9;2012;2200;139;2;N;1;Small;Unknown
A;4;2;4;2012;1;140;2;N;1;Small;Y
A;3;2;12;2012;2;140;2;N;2;Small;Y
A;4;2;9;2012;2;140;2;N;2;Small;N
A;3;2;6;2011;3;140;2;N;1;Small;Y
A;3;2;7;2012;5;140;2;N;1;Small;Unknown
A;3;2;9;2012;5;140;2;N;1;Small;Y
A;3;2;10;2012;5;140;2;N;1;Small;Y
A;3;2;12;2013;5;140;2;N;2;Small;Y
A;4;2;2;2010;5;140;2;N;1;Small;N
A;4;2;10;2010;5;140;2;N;1;Medium;Y
A;4;2;11;2010;5;140;2;S;2;Small;Y
A;4;2;10;2012;5;140;2;N;2;Small;Y
A;4;2;11;2012;5;140;2;N;1;Medium;Unknown
A;4;2;4;2013;5;140;2;N;1;Small;Unknown
A;4;2;6;2013;5;140;2;N;1;Small;Unknown
A;4;2;8;2013;5;140;2;N;1;Medium;Y
A;4;2;8;2013;5;140;2;N;1;Small;Y
A;4;2;8;2013;5;140;2;N;1;Small;Y
A;4;2;3;2014;5;140;2;N;1;Small;N
A;4;2;4;2014;5;140;2;N;1;Small;N
A;4;2;4;2014;5;140;2;N;1;Small;Unknown
A;4;2;4;2014;5;140;2;N;1;Small;N
A;4;2;5;2014;5;140;2;N;2;Small;Unknown
A;4;2;6;2014;5;140;2;N;1;Small;Unknown
A;4;2;3;2012;8;140;2;N;1;Small;Y
A;3;2;8;2010;10;140;2;N;1;Small;Y
A;3;2;8;2010;10;140;2;N;1;Small;N
A;3;2;7;2011;10;140;2;N;1;Small;Y
A;3;2;8;2011;10;140;2;N;2;Small;N
A;3;2;10;2011;10;140;2;N;2;Small;Unknown
A;3;2;6;2012;10;140;2;N;2;Small;Y
A;3;2;7;2012;10;140;2;N;1;Large;Unknown
A;3;2;5;2013;10;140;2;N;1;Small;Y
A;3;2;6;2013;10;140;2;N;2;Small;N
A;3;2;7;2013;10;140;2;N;1;Small;Unknown
